#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-03-12T09:08:07 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5e694b4935b2	
#INFO	-out.max=unlimited	
#INFO	queryParameters=30	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/633/A53&tab:{J/A+A/633/A53/tceclass}&key:source=J/A+A/633/A53&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/633/A53/tceclass
#-order=I
#-out=recno
#-out=Name
#-out=Pplavall
#-out=Tdepth
#-out=Tdur
#-out=Tepoch
#-out=Tperiod
#-out=Sector
#-out=TIC
#-out=[M/H]
#-out=Teff
#-out=Tmag
#-out=Dist
#-out=logg
#-out=Mass
#-out=pmDE
#-out=pmRA*
#-out=RAJ2000
#-out=DEJ2000
#-out=rad
#-out=rho
#

#RESOURCE=yCat_36330053
#Name: J/A+A/633/A53
#Title: TESS planet candidates classification (Osborn+, 2020)
#Table	J_A_A_633_A53_tceclass:
#Name: J/A+A/633/A53/tceclass
#Title: Class probability estimates for each Threshold Crossing Event (TCE) (Tables A1 and A2)
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(A18)	Unique Threshold Crossing Event (TCE) identifier, in the form TID_ndet_sector (IDTCE)	[ucd=meta.id;instr.sensitivity]
#Column	Pplavall	(F5.3)	Planet class probability (mean average over all 2-,3- & 4-class models) (pl_av_all)	[ucd=stat.fit.goodness]
#Column	Tdepth	(I6)	TCE Depth (TDEPTH)	[ucd=phot.flux.density;arith.ratio]
#Column	Tdur	(F7.3)	TCE Duration (TDUR)	[ucd=time.duration]
#Column	Tepoch	(F7.3)	Epoch of first transit (BJD-2454833.0) (TEPOCH)	[ucd=time.epoch]
#Column	Tperiod	(F7.3)	TCE Period (TPERIOD)	[ucd=time.period]
#Column	Sector	(I2)	TESS sector (1-4, 99=multi-sector) (sector)	[ucd=meta.code]
#Column	TIC	(I9)	Tess ID (from Tess input catalogue) (TID)	[ucd=meta.id]
#Column	[M/H]	(F7.3)	? Target star Metallicity (MH)	[ucd=meta.id;meta.main]
#Column	Teff	(F8.2)	? Target star effective surface temperature (Teff)	[ucd=meta.id]
#Column	Tmag	(F7.3)	Target star Tess magnitude (Tmag)	[ucd=phot.mag;em.opt]
#Column	Dist	(F13.6)	? Target star distance (d)	[ucd=pos.distance]
#Column	logg	(F9.6)	? Target star log surface gravity (logg)	[ucd=meta.id]
#Column	Mass	(F9.6)	? Target star mass in solar masses (mass)	[ucd=meta.id]
#Column	pmDE	(F11.6)	? Target star proper motion in declination (pmDEC)	[ucd=pos.pm;pos.eq.dec]
#Column	pmRA*	(F11.6)	? Target star proper motion in RA, pmRA*cosDE (pmRA)	[ucd=pos.pm;pos.eq.ra]
#Column	RAJ2000	(F10.6)	Target star right ascension (J2000) (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Target star declination (J2000) (dec)	[ucd=pos.eq.dec;meta.main]
#Column	rad	(F9.6)	? Target star radii in solar radius (rad)	[ucd=meta.id]
#Column	rho	(F9.6)	? Target star density scaled to solar density (rho)	[ucd=phys.density]
#recno	Name	Pplavall	Tdepth	Tdur	Tepoch	Tperiod	Sector	TIC	[M/H]	Teff	Tmag	Dist	logg	Mass	pmDE	pmRA*	RAJ2000	DEJ2000	rad	rho
# 	 	 	ppm	h	d	d	 	 	[-]	K	mag	pc	[cm/s2]	Msun	mas/yr	mas/yr	deg	deg	Rsun	Sun
#--------	------------------	-----	------	-------	-------	-------	--	---------	-------	--------	-------	-------------	---------	---------	-----------	-----------	----------	----------	---------	---------
     715	000234334772_04_02	0.007	   170	  2.682	1361.69	 19.082	 2	234334772	       	 3134.00	  3.782	   282.485870	         	         	   1.100000	 -20.600000	 36.360305	-66.493965	         	
     716	000031850842_04_99	0.007	 84410	  2.879	1327.61	  2.320	99	 31850842	       	 5365.00	 10.108	             	         	         	  12.643400	   3.805080	 52.153516	-66.920154	         	
     717	000091638523_02_03	0.007	   590	  0.782	1388.00	  3.148	 3	 91638523	  0.150	 6209.17	  5.986	    55.474808	 3.900000	 1.156240	 -62.395100	 114.960000	 39.603474	-37.990558	 2.263380	 0.099718
     718	000332517282_01_02	0.007	 15520	  0.492	1354.19	  0.403	 2	332517282	       	 3032.00	 13.270	             	 5.099690	 0.142000	-116.040000	 113.260000	350.878100	-28.120600	 0.176000	26.046600
     719	000160142472_00_04	0.007	 15460	  2.225	1415.42	 19.216	 4	160142472	       	 3512.00	 12.212	             	         	         	   5.790380	  37.397900	 62.308895	-40.133862	         	
     720	000001031405_00_04	0.007	  1170	  2.482	1412.30	 21.250	 4	  1031405	       	 5526.00	  8.838	    79.646000	 4.394120	 0.971331	 -29.560000	  66.280000	 34.019012	 -9.875484	 1.037140	 0.870681
     721	000207200487_01_02	0.007	 12400	  1.476	1355.23	  1.252	 2	207200487	       	 5073.00	 10.704	   641.132100	         	 0.848737	   6.893610	   9.430450	 47.620237	-57.359203	 0.875438	
     722	000055557836_02_99	0.006	   210	  0.470	1325.42	  0.201	99	 55557836	       	 7314.00	  9.070	   223.431961	 4.176090	 1.655320	 -12.691400	  -7.148870	 73.124578	-60.750775	 1.740240	 0.314090
     723	000308991822_02_04	0.006	   580	  2.418	1418.56	  7.966	 4	308991822	       	 6211.00	  9.043	   118.423485	 4.284050	 1.195160	 171.253000	 -17.148200	123.113165	-65.544838	 1.305870	 0.536693
     724	000347545020_01_04	0.006	  1570	  1.000	1411.99	  1.390	 4	347545020	       	 8131.00	  8.609	   220.171310	 4.104100	 1.981380	  -5.327300	   2.104880	 44.889695	  3.517592	 2.068470	 0.223882
     725	000294098955_00_99	0.006	  3960	 10.628	1373.53	 20.895	99	294098955	 -0.116	 5767.13	  9.938	             	 4.525200	 1.023230	   8.196840	  -7.901130	107.710930	-57.612885	 1.349240	 0.416587
     726	000308307606_01_04	0.006	 10050	  2.532	1412.73	 19.764	 4	308307606	       	 5522.00	 13.151	   518.449000	 4.394930	 0.970303	  12.824200	  -5.644010	120.199967	-60.865677	 1.035620	 0.873587
     727	000166808151_00_02	0.006	 15000	  1.188	1361.82	 12.900	 2	166808151	       	 3437.00	  9.908	             	         	         	   1.852280	  96.931800	 39.215467	-52.051014	         	
     728	000150187916_04_01	0.006	  2660	  6.411	1327.22	 20.691	 1	150187916	       	 6178.60	  7.787	    87.663160	         	 1.141890	  79.394100	  34.542400	 93.714120	-62.283981	 1.633680	 0.261893
     729	000149154577_00_03	0.006	  3780	  1.047	1392.74	  9.947	 3	149154577	       	 5297.00	 10.354	   116.336494	 4.555490	 0.910436	  59.938200	  10.144600	 81.148621	-60.883920	 0.833866	 1.570220
     730	000325469795_00_01	0.006	357260	  7.500	1328.66	 17.462	 1	325469795	       	 6441.00	  9.690	   394.009583	 3.575430	 1.303470	  -0.572270	   4.892940	354.533625	-81.355103	 3.083550	 0.044458
     731	000167724857_01_01	0.006	   330	  2.827	1325.66	  0.999	 1	167724857	       	 7747.00	  8.840	   239.119000	 4.116100	 1.828110	  -4.800000	  -6.400000	103.673945	-62.143422	 1.959590	 0.242945
     732	000404927661_00_02	0.006	 16970	  8.509	1356.86	 14.191	 2	404927661	       	 7944.00	  8.923	   300.217316	 3.947520	 1.907920	  16.069300	  -7.763370	 85.488131	-66.092041	 2.430710	 0.132850
     733	000167549256_00_04	0.006	   660	  4.692	1417.06	 13.278	 4	167549256	 -0.038	 6151.24	  9.799	   216.950150	 4.266970	 1.141060	  16.017900	  -8.431030	100.721397	-62.649100	 1.560160	 0.300470
     734	000038699825_01_04	0.006	   640	  0.618	1411.15	  1.043	 4	 38699825	       	 7350.00	  8.557	             	         	         	  15.219000	  -6.009790	 66.397545	-60.756911	         	
     735	000260127241_03_99	0.006	  3460	  2.856	1325.56	  0.508	99	260127241	       	 2987.00	 12.826	             	         	         	 149.374000	  31.504200	 92.150389	-57.061153	         	
     736	000248382514_01_03	0.006	   730	  0.912	1392.64	 10.102	 3	248382514	       	 2845.00	  5.264	             	         	         	  -1.000000	  60.000000	 18.561798	 -2.179498	         	
     737	000207176480_00_02	0.006	  3280	  3.281	1365.71	 11.936	 2	207176480	       	 6654.00	  8.799	             	         	         	  17.215100	   0.109361	 47.108654	-59.373733	         	
     738	000279955276_01_03	0.006	 17760	  1.814	1385.98	  0.577	 3	279955276	       	 6123.00	 10.530	   211.260600	 4.267990	 1.156240	  12.203200	   1.203640	 82.135072	-68.603767	 1.308410	 0.516198
     739	000091636891_00_03	0.006	208910	  6.849	1392.74	 10.781	 3	 91636891	       	 6582.00	  8.683	   180.773376	 4.006560	 1.369540	 -13.282900	  -6.854430	 39.404740	-36.975813	 1.924070	 0.192270
     740	000030034081_01_04	0.006	172580	 12.677	1411.55	  2.345	 4	 30034081	 -0.529	 5977.38	 10.533	   409.123444	 4.324920	 1.024530	 -11.104200	   1.130360	 73.028836	-70.731228	 2.141000	 0.104394
     741	000149625254_02_99	0.006	  3910	  5.084	1347.96	 44.885	99	149625254	       	 4167.00	 10.974	             	 4.591190	 0.652101	-164.916000	 -11.129200	 87.093374	-64.360561	 0.677294	 2.098860
     742	000260162604_00_03	0.006	  2880	  0.952	1392.74	  9.957	 3	260162604	       	 5866.00	 10.503	   220.590000	 4.329020	 1.061078	  21.597300	 -12.349000	 92.810607	-55.088325	 1.168370	 0.665285
     743	000141770299_03_99	0.006	  6650	 12.524	1328.18	 26.417	99	141770299	       	 6227.00	  9.057	   117.006000	 4.265120	 1.202462	 106.950000	  21.370000	 91.858532	-76.926947	 1.338720	 0.501188
     744	000049558810_01_03	0.006	  1470	  3.596	1390.17	 12.459	 3	 49558810	       	 5001.00	 10.195	   135.016022	 4.234400	 0.828984	  28.534200	  27.841800	 36.538229	-36.374711	 1.151560	 0.542858
     745	000214912513_04_01	0.006	 10700	  4.165	1332.44	 15.463	 1	214912513	       	 4192.00	  8.010	   480.585200	 1.724210	 0.655857	  -1.538170	  12.785000	342.048238	-38.047516	18.146400	 2.068660
     746	000279097963_01_04	0.006	130720	 10.840	1412.28	 19.113	 4	279097963	 -0.233	 6381.06	  9.164	   231.545288	         	 1.185220	  -8.099020	  40.401900	 50.658000	 -0.528410	 2.070140	 0.133598
     747	000220537674_00_99	0.005	  1380	  5.446	1347.75	 45.890	99	220537674	       	 5590.00	 10.294	   130.164825	 4.542980	 0.987555	  19.007300	  45.232600	 43.259117	-63.608008	 0.881060	 1.443930
     748	000260351540_04_99	0.005	  5820	  5.745	1348.42	 50.545	99	260351540	       	 5027.00	  8.265	    50.189148	         	         	  45.006500	  14.091300	 94.803821	-58.054336	         	
     749	000139300891_01_99	0.005	   390	  1.567	1325.67	  0.455	99	139300891	       	 5380.00	  9.782	   119.105000	 4.424140	 0.932920	  -1.200000	  35.970000	348.210794	-44.751869	 0.981901	 0.985465
     750	000121007796_00_04	0.005	  8860	  9.574	1413.95	 19.642	 4	121007796	       	 3838.00	 11.088	    78.496445	 4.724520	 0.606000	 -16.840000	  48.200000	 55.314900	-22.885500	 0.560000	 3.450710
     751	000307160124_00_02	0.005	   570	  1.333	1361.66	 11.989	 2	307160124	       	 2857.00	  5.766	             	         	         	  30.600000	 -24.400000	124.000893	-68.472412	         	
     752	000031779608_01_02	0.005	   810	  1.234	1354.21	  0.506	 2	 31779608	       	 5799.00	 10.634	   237.544300	 4.240000	 1.041550	 -37.259100	 -38.576200	 50.273033	-70.926655	 1.282490	 0.493763
     753	000152222233_00_01	0.005	  1730	 13.515	1330.25	 12.653	 1	152222233	 -0.350	 6759.30	  9.015	   172.313965	 4.580000	 1.558640	  -9.054540	  43.115700	312.245345	-30.676173	 1.660070	 0.340696
     754	000231833061_00_99	0.005	     0	  3.500	1346.55	 26.156	99	231833061	       	 4371.00	 10.862	   130.738068	 4.271330	 0.683360	   2.871380	  53.409500	 24.006812	-65.690880	 1.060860	 1.884240
     755	000313937090_01_03	0.005	   280	  0.907	1386.11	  0.470	 3	313937090	       	 5841.00	  8.577	    86.322900	 4.333620	 1.053587	-153.090000	 -51.780000	 22.625909	-25.394177	 1.158090	 0.678339
     756	000092347098_00_04	0.005	  5020	  2.959	1415.96	 14.977	 4	 92347098	       	 5177.00	 10.211	   115.727829	 4.425060	 0.877458	  -9.618890	  32.088700	 51.437602	-20.706742	 0.951255	 1.019380
     757	000220569051_01_02	0.005	  7690	  3.968	1355.33	  2.778	 2	220569051	       	 6621.00	 11.127	             	         	         	   0.521691	   3.740970	 46.367658	-60.362743	         	
     758	000032150630_01_04	0.005	 26340	  2.044	1411.51	  1.492	 4	 32150630	       	 4323.00	 11.793	             	 4.571990	 0.675639	  37.421300	  35.834500	 59.244123	-68.626117	 0.704821	 1.929650
     759	000032150630_08_99	0.005	 27300	  2.014	1326.47	  1.492	99	 32150630	       	 4323.00	 11.793	             	 4.571990	 0.675639	  37.421300	  35.834500	 59.244123	-68.626117	 0.704821	 1.929650
     760	000231061733_01_03	0.005	  1050	  4.846	1387.97	  2.399	 3	231061733	       	 7673.00	  8.802	   378.270050	 3.706930	 1.797960	  18.247200	   8.610650	 31.250497	-57.373393	 3.112710	 0.059616
     761	000117546012_00_02	0.005	119110	  3.002	1364.04	 15.480	 2	117546012	       	 3524.00	 12.261	   102.730644	 4.854440	 0.417000	 -81.410000	 162.720000	359.869300	-17.290500	 0.400000	 6.515620
     762	000005656273_00_02	0.005	  4420	  2.436	1363.12	 11.091	 2	  5656273	       	 3935.00	  9.147	    34.413857	 4.684890	 0.614000	 -18.992700	 106.941000	347.081500	-15.409900	 0.590000	 2.989590
     763	000197884260_00_99	0.005	  8890	  9.240	1362.36	 42.404	99	197884260	       	 3276.00	 12.861	             	 4.979570	 0.261000	-107.490000	  38.850000	 56.725800	-57.560600	 0.274000	12.687900
     764	000259543079_00_04	0.005	184390	  5.239	1415.08	 17.299	 4	259543079	       	 5403.00	 10.526	   170.616287	 4.302140	 0.939080	  28.674100	   9.633740	 71.630518	-53.129271	 1.133690	 0.644495
     765	000141484981_01_01	0.005	   280	  1.198	1325.35	  0.338	 1	141484981	       	 8130.00	  9.122	   216.195435	 4.363430	 1.980990	   5.169500	  -1.902270	 87.292704	-73.616033	 1.534410	 0.548350
     766	000150187916_01_02	0.005	  1080	  0.985	1354.81	  1.116	 2	150187916	       	 6178.60	  7.787	    87.663160	         	 1.141890	  79.394100	  34.542400	 93.714120	-62.283981	 1.633680	 0.261893
     767	000038396965_01_04	0.005	   440	  2.175	1412.22	 21.411	 4	 38396965	       	 3361.00	  2.345	   150.375931	         	         	  37.000000	   1.700000	 60.224175	-62.159233	         	
     768	000370227780_01_02	0.005	  3470	  0.962	1361.40	 12.243	 2	370227780	       	 2942.00	  5.338	             	         	         	  20.600000	 -10.300000	 85.671146	-75.250565	         	
     769	000097467784_01_03	0.005	   250	  1.918	1387.78	 16.974	 3	 97467784	       	 3434.00	  4.774	   663.581900	         	         	 -15.880800	 -18.357200	 23.597575	-28.236645	         	
     770	000350560036_00_99	0.005	  1250	  4.377	1348.86	 45.025	99	350560036	  0.117	 5314.50	 10.804	   167.996979	 4.426260	 0.987806	 -10.322900	  27.200800	 86.529278	-57.101761	 1.088850	 0.765187
     771	000231914259_00_02	0.005	  8210	  1.382	1356.51	 14.217	 2	231914259	       	 3437.00	  9.913	             	         	         	 -49.607600	  89.255500	  7.607177	-62.600432	         	
     772	000031850842_05_99	0.005	  7450	  3.812	1325.43	  1.160	99	 31850842	       	 5365.00	 10.108	             	         	         	  12.643400	   3.805080	 52.153516	-66.920154	         	
     773	000281562429_01_99	0.005	  7320	  2.848	1344.38	 21.735	99	281562429	       	 4444.00	  9.259	   178.940933	 3.364240	 0.696118	 -15.374000	 -64.913000	  7.184243	-57.548280	 2.972440	 1.818240
     774	000201753428_00_02	0.005	 20820	  0.899	1363.17	  9.577	 2	201753428	       	 3478.00	 10.731	             	         	         	 -13.906900	  88.111100	 33.242495	-58.855065	         	
     775	000260127241_01_99	0.005	  2610	  1.752	1325.56	  0.509	99	260127241	       	 2987.00	 12.826	             	         	         	 149.374000	  31.504200	 92.150389	-57.061153	         	
     776	000144539611_01_04	0.005	  5680	  2.500	1412.29	  1.996	 4	144539611	       	 4353.00	  8.041	    31.034544	 4.238500	 0.680414	  98.008300	 222.482000	 52.345320	-24.100915	 1.027030	 1.901030
     777	000273792220_04_01	0.005	  2160	  1.975	1328.98	 18.987	 1	273792220	       	 5892.00	  7.452	    66.024030	         	 1.077920	  63.219400	  57.765000	 30.550400	-62.592034	 1.523460	 0.304855
     778	000389728831_02_02	0.005	  4220	  1.000	1363.61	 10.040	 2	389728831	       	 4733.00	 10.897	   113.363000	 4.528930	 0.758970	 -32.642600	  40.837300	350.695703	-42.810759	 0.784986	 1.569050
     779	000284196481_01_02	0.005	   240	  3.263	1354.64	  0.665	 2	284196481	       	 8650.00	  7.744	   217.803009	 3.986560	 2.163750	 -12.497900	  -1.165390	105.792633	-70.541634	 2.474780	 0.142757
     780	000122556844_00_04	0.005	   540	  2.279	1412.27	 21.270	 4	122556844	       	 6348.41	  5.805	    35.727047	         	 1.345050	 -74.000000	  99.000000	 39.577799	-30.194118	 1.919380	 0.190220
     781	000142052876_00_99	0.005	  5120	  1.941	1361.04	 41.899	99	142052876	       	 2892.00	 10.889	             	 5.055950	 0.156000	 354.000000	  -6.000000	 97.694200	-76.719200	 0.194000	21.365800
     782	000158582801_01_02	0.005	  3220	  2.500	1354.92	  1.080	 2	158582801	       	 4953.00	 10.418	   107.081000	 4.501160	 0.815956	           	           	 21.861119	-49.470604	 0.840367	 1.374870
     783	000167006493_00_04	0.005	   610	  5.064	1417.07	 13.250	 4	167006493	 -0.011	 5668.00	  8.524	    67.159615	 4.420000	 1.071080	  77.897100	 -41.869500	 94.812281	-68.831398	 1.071080	 0.871678
     784	000150187916_02_02	0.005	   320	  0.972	1354.34	  0.558	 2	150187916	       	 6178.60	  7.787	    87.663160	         	 1.141890	  79.394100	  34.542400	 93.714120	-62.283981	 1.633680	 0.261893
     785	000439869953_00_04	0.005	   510	  1.958	1415.70	 17.852	 4	439869953	       	 5267.00	  8.383	    47.625786	 4.541360	 0.902231	 -26.178600	  94.925800	 43.380534	 -0.568856	 0.843709	 1.502240
     786	000032150630_01_99	0.005	 27240	  2.014	1326.47	  1.492	99	 32150630	       	 4323.00	 11.793	             	 4.571990	 0.675639	  37.421300	  35.834500	 59.244123	-68.626117	 0.704821	 1.929650
     787	000206327795_01_01	0.005	  2670	  0.433	1325.45	  0.224	 1	206327795	       	 4020.00	  8.548	             	         	 0.628280	 -25.079700	-126.327000	354.076136	-48.588048	 0.647460	 2.314810
     788	000293221711_00_04	0.005	   810	  9.279	1417.10	 13.272	 4	293221711	 -0.378	 6056.67	  9.695	   171.795624	 4.135350	 1.201550	  17.665400	  23.754400	 98.338986	-63.309453	 1.479620	 0.370929
     789	000260353507_01_01	0.005	   260	  1.239	1325.55	  0.333	 1	260353507	       	 6679.00	  8.251	   105.245209	         	 1.578450	   9.681660	  -0.366203	 94.766450	-53.973335	 1.509940	 0.458513
     790	000262958558_01_01	0.005	 12050	  3.393	1331.86	  8.733	 1	262958558	       	 6122.00	  9.638	   374.079285	 3.603320	 1.155810	  -3.132700	  40.966400	 11.461117	-78.821327	 2.811870	 0.051988
     791	000300244770_04_99	0.005	  7990	 27.116	1338.68	 14.479	99	300244770	       	 3168.00	  4.965	   388.467865	         	         	  48.587400	  13.181100	109.811099	-67.187514	         	
     792	000139804696_01_01	0.005	 10700	  2.280	1329.77	 17.678	 1	139804696	       	 3043.00	 12.474	             	         	         	 -55.013800	  99.002900	324.647131	-50.852993	         	
     793	000141268467_01_04	0.005	167370	 12.361	1412.17	  2.091	 4	141268467	       	 6435.00	  7.690	   102.898239	 3.980350	 1.300610	   7.432960	  35.106200	 82.513237	-76.248762	 1.932460	 0.180225
     794	000150320620_02_02	0.005	    40	  0.294	1359.32	  5.357	 2	150320620	       	 3531.00	  4.426	   327.868866	         	         	  16.800000	 -17.200000	 95.756117	-63.683108	         	
     795	000088478727_00_04	0.005	  6060	  2.379	1417.63	 12.410	 4	 88478727	       	 3903.00	  8.340	    23.198110	 4.665550	 0.636000	-114.402000	-333.956000	 46.982300	-28.219700	 0.614000	 2.747590
     796	000250409756_00_04	0.005	 61930	  2.795	1417.46	 16.926	 4	250409756	       	 2888.00	 13.593	             	         	         	  45.000000	 282.000000	 30.923966	 -1.479818	         	
     797	000214299966_01_01	0.005	  9630	  4.950	1329.67	 18.382	 1	214299966	       	 5994.00	 10.416	   233.334000	 4.305710	 1.104344	   4.671940	  22.877400	339.168005	-36.944102	 1.224360	 0.601690
     798	000025133286_01_03	0.005	     0	 10.500	1393.65	  8.875	 3	 25133286	       	 4564.00	 13.183	             	         	         	           	           	 62.297452	-71.294807	         	
     799	000262958558_03_01	0.005	 18470	  2.373	1328.49	  3.536	 1	262958558	       	 6122.00	  9.638	   374.079285	 3.603320	 1.155810	  -3.132700	  40.966400	 11.461117	-78.821327	 2.811870	 0.051988
     800	000177075997_00_04	0.005	  1120	  2.478	1416.99	 17.891	 4	177075997	       	11803.00	  5.515	   171.232880	         	         	  26.000000	   3.800000	102.862585	-70.963386	         	
     801	000244163413_01_03	0.005	 30470	  2.821	1386.81	  1.788	 3	244163413	       	 5848.00	  9.777	   186.690887	 4.112410	 1.055660	 -33.212400	 -44.342100	  5.163972	 -5.143123	 1.495440	 0.315658
     802	000231826813_01_99	0.005	   190	  4.843	1326.71	  1.801	99	231826813	       	 6882.00	  7.031	    76.891730	         	 1.468160	   6.171520	 -30.112700	 22.905720	-61.249317	 1.652220	 0.325514
     803	000029545491_00_01	0.004	  2110	  4.118	1330.37	 15.763	 1	 29545491	       	 5172.00	  9.732	    90.329000	 4.465440	 0.876078	 -36.100000	 -28.270000	314.628888	-24.821862	 0.907330	 1.172860
     804	000206537272_01_01	0.004	 17850	  0.353	1325.49	  0.245	 1	206537272	       	 5448.00	 10.662	   180.912000	 4.410090	 0.951024	 -18.373700	  -1.619110	332.882941	-22.787915	 1.007540	 0.929828
     805	000382028425_01_03	0.004	  1400	 10.743	1393.88	  8.850	 3	382028425	 -0.060	 6877.10	  9.217	   264.103119	 4.560000	 1.392060	  35.151500	   9.078160	 78.424851	-56.441348	 2.064100	 0.158294
     806	000055369219_02_03	0.004	  2530	  5.748	1390.19	 12.483	 3	 55369219	       	 6725.00	  9.240	   309.690300	 3.792830	 1.432040	   6.171130	   4.753460	 77.508496	-61.599714	 2.516390	 0.089871
     807	000224283342_01_02	0.004	  4780	  1.584	1354.26	  0.887	 2	224283342	       	 3198.00	 12.221	    50.596443	 5.018090	 0.217000	 -75.960000	 108.370000	356.357000	-40.337500	 0.239000	15.895200
     808	000220433364_01_99	0.004	 20910	  4.870	1374.48	 20.457	99	220433364	       	 3267.00	  9.380	    15.841427	 4.911190	 0.368000	  71.250000	 155.240000	 73.377200	-55.858800	 0.352000	 8.437620
     809	000237880881_00_01	0.004	 29200	 12.292	1331.28	 12.978	 1	237880881	       	        	 13.400	             	         	         	           	           	 19.527933	-62.983093	         	
     810	000184688874_00_03	0.004	   840	  1.056	1390.17	 12.102	 3	184688874	       	 4464.00	  8.141	   450.811800	 2.059970	 0.699861	  -0.720400	   5.508020	 30.198652	-42.257587	13.032300	 1.800580
     811	000234334772_02_02	0.004	   150	  2.995	1359.18	 14.509	 2	234334772	       	 3134.00	  3.782	   282.485870	         	         	   1.100000	 -20.600000	 36.360305	-66.493965	         	
     812	000175458611_01_02	0.004	419260	  0.500	1354.12	  0.336	 2	175458611	       	 5150.00	  8.894	    76.590630	 4.244880	 0.870000	-113.713000	  10.557800	350.809724	-37.515543	 1.165560	 0.549434
     813	000141770299_00_99	0.004	  8490	 11.128	1328.21	 26.404	99	141770299	       	 6227.00	  9.057	   117.006000	 4.265120	 1.202462	 106.950000	  21.370000	 91.858532	-76.926947	 1.338720	 0.501188
     814	000147131974_01_01	0.004	182320	  9.633	1325.68	  0.803	 1	147131974	       	 6357.00	 10.428	   247.989000	 4.244260	 1.263412	 -35.700000	  -2.200000	322.075480	-44.154816	 1.405580	 0.454964
     815	000219398128_00_04	0.004	  4160	  4.634	1414.63	 15.664	 4	219398128	       	 3374.00	 11.374	             	         	         	           	           	 77.970894	-52.774620	         	
     816	000155895864_00_02	0.004	   280	  2.082	1359.17	 17.001	 2	155895864	       	 3127.00	  4.819	   331.171173	         	         	   0.562377	  -7.491100	  4.031921	-48.555901	         	
     817	000207200487_01_03	0.004	 20690	  2.021	1386.52	  1.252	 3	207200487	       	 5073.00	 10.704	   641.132100	         	 0.848737	   6.893610	   9.430450	 47.620237	-57.359203	 0.875438	
     818	000166808151_00_99	0.004	  3310	  1.500	1361.82	 36.317	99	166808151	       	 3437.00	  9.908	             	         	         	   1.852280	  96.931800	 39.215467	-52.051014	         	
     819	000277173650_00_03	0.004	 20190	  1.136	1392.74	  9.948	 3	277173650	       	        	 10.865	             	         	         	  -1.315620	   2.815880	 84.196656	-69.497841	         	
     820	000167695122_00_99	0.004	  2040	  4.158	1344.63	 58.048	99	167695122	 -0.104	 6081.98	 10.119	   187.675751	 4.318250	 1.176300	  12.445000	 -13.769000	102.811929	-64.287533	 1.194300	 0.690522
     821	000142148228_02_01	0.004	  1740	  3.042	1328.24	 20.285	 1	142148228	       	 6583.00	  8.370	   186.721527	 3.802300	 1.369990	  38.762500	   1.993770	100.368763	-74.674037	 2.434570	 0.094940
     822	000038699825_01_99	0.004	   540	  0.657	1354.90	  1.042	99	 38699825	       	 7350.00	  8.557	             	         	         	  15.219000	  -6.009790	 66.397545	-60.756911	         	
     823	000167163906_00_03	0.004	 12360	  0.957	1389.40	 12.280	 3	167163906	 -0.448	 5464.82	 10.906	             	 4.688020	 0.836312	  16.527200	 -11.536400	 96.323247	-71.362307	 0.693506	 2.507370
     824	000041865879_01_99	0.004	111870	  2.000	1354.37	  3.442	99	 41865879	       	 4713.00	  9.639	   421.364838	 2.855570	 0.754099	 -22.115200	   0.713194	 21.390199	-41.809608	 5.278690	 1.586290
     825	000092565437_00_01	0.004	  6390	  4.955	1330.61	 13.313	 1	 92565437	       	 3803.00	 11.603	    96.543940	 4.738210	 0.588000	 -14.970000	  98.210000	315.354600	-30.585900	 0.543000	 3.672640
     826	000401889117_01_04	0.004	  7380	  6.000	1412.89	  6.582	 4	401889117	       	 5565.00	  9.771	   151.535461	 4.210270	 0.981265	 -59.730800	 -31.431600	 52.243381	-42.260168	 1.288170	 0.459057
     827	000274017928_01_01	0.004	  6140	  3.382	1336.05	 12.582	 1	274017928	       	 3432.00	 11.679	             	         	         	  15.058800	  68.361500	 42.280406	-84.351257	         	
     828	000231914259_05_99	0.004	  9950	  8.934	1331.37	 41.393	99	231914259	       	 3437.00	  9.913	             	         	         	 -49.607600	  89.255500	  7.607177	-62.600432	         	
     829	000004647125_00_04	0.004	   440	  5.608	1417.12	 13.346	 4	  4647125	 -0.147	 6414.30	  8.103	   203.707642	         	 1.200170	  -8.220340	   9.535780	 38.230675	 -8.700319	 2.941860	 0.047139
     830	000308744455_01_04	0.004	   540	  0.499	1410.94	  0.293	 4	308744455	       	 7953.00	  8.598	   458.758300	 3.401760	 1.911520	  26.582300	 -18.993000	122.126348	-60.136246	 4.560620	 0.228672
     831	000122503733_00_04	0.004	  1880	  2.035	1413.75	 18.203	 4	122503733	       	 6894.00	  8.606	   143.446564	 4.267670	 1.499270	 -12.954000	 -17.148300	 37.963490	-30.943857	 1.490460	 0.452813
